"College","Location","Country","Intake","Course","Fees per year","Duration of course","Plustwo","IELTS(9)","TOEFL(120)","PTE(90)","Accomodation","Scholarship","Internship&placement","Partime job","Stayback","Higher studies possible"
"St-Lawrence-college","Kingston","Canada","Jan/May/Sep","Diploma in Game - Programming","INR 10.80L","2 yrs","35%","6","78","55","INR 4.66L","Yes(Max upto 60.8K)","Yes","Yes","Yes","Yes"
"St-Lawrence-college","Kingston","Canada","Sep","Diploma in Practical Nursing","INR 11.47L","2 yrs","35%","6","78","55","INR 10.23L","Yes(Max upto 60.8K)","Yes","Yes","Yes","Yes"
"St-Clair-College","Windsor","Canada","Jan/May/Sep","Bachelor of Science in Nursing","INR 12.27L","4 yrs","70%","6.5","","","","No","No","No","Yes","No"
"St-Clair-College","Windsor","Canada","Jan","Diploma in Business","INR 10.97L","2 yrs","35%","5.5","","","","No","No","Yes","No","No"
"St-Clair-College","Windsor","Canada","Jan/May/Sep","Diploma in Pharmacy Technician","INR 9.48L","2 yrs","35%","5.5","","","","No","No","No","No","No"
"St-Clair-College","Windsor","Canada","Jan/May/Sep","Advanced Diploma in Medical Laboratory Science","INR 9.45L","3 yrs","35%","5.5","","","","No","No","No","No","No"
"Conestoga","Kitchener","Canada","Jan/May/Sep","Bachelor of Applied Technology (Honours) in Architecture - Project and Facility Management","INR 11.82L","4 yrs","65%","6.5","88","58","INR 10.86L","Yes(Max upto 1.8L)","No","No","No","No"
"Conestoga","Kitchener","Canada","Jan/May/Sep","Bachelor of Design (Honours)","INR 12.39L","4 yrs","65%","6.5","88","58","INR 10.86L","Yes(Max upto 1.8L)","No","No","No","No"
"Conestoga","Kitchener","Canada","Jan/May/Sep","Bachelor of Engineering - Cyber Systems Engineering","INR 12.13L","4 yrs","65%","6.5","88","58","INR 10.86L","Yes(Max upto 1.8L)","Yes","Yes","Yes","No"
"Conestoga","Kitchener","Canada","Jan/May/Sep","Diploma in Food Processing Technician","INR 10.78L","1.4 yrs","65%","6.5","88","58","INR 10.86L","Yes(Max upto 1.8L)","Yes","Yes","Yes","Yes"
"Seneca Polytechnic","Toronto","Canada","Jan/May/Sep","Bachelor of Science in Cosmetic Science","INR 12.27L","3 yrs","40%","6.5","","","","No","No","Yes","No","No"
"Seneca Polytechnic","Toronto","Canada","Jan/May/Sep","Diploma in Business - International Business","INR 10.08L","2 yrs","40%","5.5","20","58","INR 7.73L","No","No","Yes","Yes","No"
"Seneca Polytechnic","Toronto","Canada","Jan/May/Sep","Diploma in Hospitality - Hotel and Restaurant Services Management ","INR 10.08L","2 yrs","40%","6","80","58","INR 8.30L","No","No","Yes","Yes","No"
"Seneca Polytechnic","Toronto","Canada","Jan/May/Sep","Advanced Diploma in Fashion Business Management","INR 9.69L","3 yrs","35%","6","80","58","INR 8.57L","No","No","Yes","Yes","No"
"Durham-college","Oshawa","Canada","Jan/May/Sep","Advanced Diploma in Biomedical Engineering Technology ","INR 9L","3 yrs","35%","6.5","88","61","INR 8.72L","No","Yes","Yes","Yes","Yes"
"Durham-college","Oshawa","Canada","Jan/May/Sep","Advanced Diploma in Biotechnology","INR 8.78L","3 yrs","35%","6","80","53","INR 10.15L","No","Yes","Yes","Yes","Yes"
"Durham-college","Oshawa","Canada","Jan/May/Sep","Advanced Diploma in Animation - Digital Production","INR 9L","3 yrs","35%","6","","","INR 8.66L","No","Yes","Yes","Yes","Yes"
"Durham-college","Oshawa","Canada","Jan/May/Sep","Bachelors of Health Care Technology Management - Honours","INR 10.37L","4.6 yrs","65%","6.5","","","INR 10.3L","No","Yes","Yes","Yes","Yes"
"Durham-college","Oshawa","Canada","Jan/May/Sep","Bachelors of Artificial Intelligence Honours","INR 11.19L","4 yrs","65%","6.5","88","60","INR 8.33L","No","Yes","Yes","Yes","Yes"
"Durham-college","Oshawa","Canada","Jan/May/Sep","Diploma in Photography","INR 10.61L","2 yrs","35%","6","80","53","INR 6.43L","No","Yes","Yes","Yes","No"
"Brescia-University-College","Calgary","Canada","Jan, March, May, July,Oct","Bachelor of Health Sciences","INR 14.89L","4 yrs","35%","6.5","83","","INR 6.30L","No","Yes","Yes","Yes","Yes"
"Brescia-University-College","Calgary","Canada","Jan, March, May, July,Oct","Bachelor of Management and Organizational Studies","INR 14.89L","4 yrs","35%","6.5","83","","INR 7.31L","No","Yes","Yes","Yes","Yes"
"Brescia-University-College","Calgary","Canada","Jan, March, May, July,Oct","Bachelor of Arts in Psychology","INR 14.89L","4 yrs","35%","6.5","83","","INR 6.91L","No","Yes","Yes","Yes","Yes"
"Fanshawe-college","London","Canada","Jan/May/Sep","Diploma in Computer Systems Technician","INR 16.43L","1.2 yrs","35%","5.5","79","53","INR 7.12L","No","Yes","Yes","Yes","Yes"
"Fanshawe-college","London","Canada","Jan/May/Sep","Advanced Diploma in Cyber Security","INR 16.85L","1.9 yrs","35%","5.5","79","53","INR 7.12L","No","Yes","Yes","Yes","Yes"
"Fanshawe-college","London","Canada","Jan/May/Sep","Advanced Diploma in Graphic Design","INR 8.91L","1.9 yrs","35%","6","79","53","INR 6.70L","No","Yes","Yes","Yes","Yes"
"Fanshawe-college","London","Canada","Jan/May/Sep","Advanced Diploma in Architectural Technology","INR 8.49L","3 yrs","60%","6","79","53","INR 6.93L","No","Yes","Yes","Yes","Yes"
"Fanshawe-college","London","Canada","Jan/May/Sep","Honours Bachelor of Applied Technology - Biotechnology ","INR 10.46L","4 yrs","70%","7","88","65","INR 5.88L","No","Yes","Yes","Yes","Yes"
"Fanshawe-college","London","Canada","Jan/May/Sep","Honours Bachelor of Interior Design","INR 10.26L","4 yrs","65%","6.5","88","59","INR 5.97L","No","Yes","Yes","Yes","Yes"
"Fleming-college","Peterborough","Canada","Jan","Diploma in Hospitality - Hotel and Restaurant Operations","INR 9.32L","2 yrs","35%","6","20","58","INR 10.17L","No","Yes","Yes","Yes","Yes"
"Fleming-college","Peterborough","Canada","Jan","Diploma in Conservation Biology","INR 10.03L","2 yrs","35%","6","80","46","INR 3.5L","No","No","Yes","No","No"
"Fleming-college","Peterborough","Canada","Jan","Diploma in Practical Nursing","INR 15.64L","2 yrs","65%","5.5","20","58","INR 9.31L","No","Yes","Yes","Yes","Yes"
"Fleming-college","Peterborough","Canada","Jan","Advanced Diploma in Biotechnology","INR 11.75L","2.6 yrs","35%","6","80","58","INR 7.45L","No","Yes","Yes","Yes","Yes"
"Fleming-college","Peterborough","Canada","Jan","Advanced Diploma in Computer Security and Investigations ","INR 11.74L","3 yrs","35%","6","80","58","INR 10.17L","No","Yes","Yes","Yes","Yes"
"Humber-College","Toronto","Canada","Jan, May, Sep","Bachelor of Science in Nursing","INR 13.24L","4 yrs","70%","6.5","","","INR 7.15L","No","Yes","Yes","Yes","Yes"
"Humber-College","Toronto","Canada","Jan, May, Sep","Marketing, Business - Diploma","INR 10.16L","2 yrs","35%","6","80","53","INR 10.53L","No","Yes","Yes","Yes","Yes"
"Humber-College","Toronto","Canada","Jan, May, Sep","Practical Nursing - Diploma","INR 10.16L","2 yrs","35%","5.5","20","53","INR 10.53L","No","Yes","Yes","Yes","Yes"
"Humber-College","Toronto","Canada","Jan, May, Sep","Multimedia Design and Development - Diploma","INR 10.83L","2 yrs","35%","6","83","53","INR 10.91L","No","Yes","Yes","Yes","Yes"
"Humber-College","Toronto","Canada","Jan, May, Sep","Biomedical Sciences, Bachelor of Science NEW - Honours Degree ","INR 11.32L","4 yrs","70%","6.5","84","58","INR 11.3L","No","Yes","Yes","Yes","Yes"
"Humber-College","Toronto","Canada","Jan, May, Sep","Bachelor of Engineering - Sustainable Building Engineering ","INR 11.97L","4 yrs","65%","6.5","84","58","INR 11.50L","No","Yes","Yes","Yes","Yes"
"Humber-College","Toronto","Canada","Jan, May, Sep","Engineering – Information Systems Engineering, Bachelor of - Honours Degree","INR 11.33L","4 yrs","65%","6","20","58","INR 11.33L","No","Yes","Yes","Yes","Yes"
"University-of-Windsor","Windsor","Canada","Jan, May","Bachelor of Science (Honours) in Biochemistry","INR 10.29L","4 yrs","35%","6.5","83","60","INR 9.52L","Yes(Max upto 30.4k)","Yes","Yes","Yes","Yes"
"University-of-Windsor","Windsor","Canada","Jan, May","Bachelor of Mathematics","INR 10.29L","4 yrs","35%","6.5","83","60","INR 8.91L","Yes(Max upto 30.4k)","Yes","Yes","Yes","Yes"
"University-of-Windsor","Windsor","Canada","Jan, May","Bachelor of Science (Honours) in Physics","INR 10.29L","4 yrs","35%","6.5","83","60","INR 9.47L","Yes(Max upto 30.4k)","Yes","Yes","Yes","Yes"
"University-of-Windsor","Windsor","Canada","Jan, May","BFS (Honours) in Forensic Science","INR 10.29L","4 yrs","35%","6.5","83","60","INR 8.71L","Yes(Max upto 30.4k)","Yes","Yes","Yes","Yes"
"University-of-Windsor","Windsor","Canada","Jan, May","Bachelor of Applied Science in Civil Engineering","INR 12.35L","4 yrs","35%","6.5","83","60","INR 9.50L","Yes(Max upto 30.4k)","Yes","Yes","Yes","Yes"
"University-of-Windsor","Windsor","Canada","Jan, May","BA (Honours) in Criminology","INR 20.61L","4 yrs","70%","6.5","83","60","INR 8.44L","Yes(Max upto 30.4k)","Yes","Yes","Yes","Yes"
"University-of-Windsor","Windsor","Canada","Jan, May","Collaborative Bachelor of Science Honours Nursing Program ","INR 25.45L","4 yrs","70%","6.5","83","60","INR 8.51L","Yes(Max upto 30.4k)","Yes","Yes","Yes","Yes"
"Loyalist-College","Belleville","Canada","Sep","Diploma in Computer Systems Technician","INR 9.07L","2 yrs","35%","6","80","54","INR 6.93L","Yes(Max upto 30.4k)","No","Yes","Yes","Yes"
"Loyalist-College","Belleville","Canada","Sep","Diploma in Mechatronics","INR 9.43L","2 yrs","50%","6","80","54","INR 6.65L","Yes(Max upto 30.4k)","No","Yes","Yes","Yes"
"Loyalist-College","Belleville","Canada","Sep","Diploma in Business","INR 9.07L","2 yrs","35%","6","80","54","INR 6.74L","Yes(Max upto 30.4k)","No","Yes","Yes","Yes"
"Loyalist-College","Belleville","Canada","Sep","UG Diploma in Journalism Communications","INR 9.29L","2 yrs","50%","6","80","54","INR 6.22L","Yes(Max upto 30.4k)","No","Yes","Yes","Yes"
"Algoma-University","Sault Ste","Canada","Jan/May/Sep","Bachelor of Computer Science","INR 12.39L","4 yrs","35%","6","79","60","INR 7.55L","Yes(Max upto 3L)","Yes","Yes","Yes","Yes"
"Algoma-University","Sault Ste","Canada","Jan/May/Sep","BBA Program","INR 12.69L","4 yrs","35%","6","79","60","INR 7,45L","Yes(Max upto 3L)","Yes","Yes","Yes","Yes"
"Northern-college","Timmins","Canada","Jan/May","Diploma in Computer Programming","INR 8.95L","2 yrs","35%","6","79","58","INR 4.77L","No","Yes","Yes","Yes","Yes"
"Northern-college","Timmins","Canada","Jan/May","Diploma in Civil Engineering Technology","INR 11.38L","2 yrs","35%","6","79","58","INR 3.36L","No","Yes","Yes","Yes","Yes"
"Northern-college","Timmins","Canada","Jan/May","Diploma in Computer Engineering Technician","INR 8.95L","2 yrs","35%","6","79","58","INR 6.38L","No","Yes","Yes","Yes","Yes"
"Niagara-college","Welland","Canada","Jan/May","Diploma in Computer Programming","INR 10.53L","2 yrs","35%","6","79","53","INR 5.60L","No","Yes","Yes","Yes","Yes"
"Niagara-college","Welland","Canada","Jan/May","Advanced Diploma in Graphic Design","INR 10.69L","3 yrs","35%","6","79","53","INR 5.60L","No","Yes","Yes","Yes","Yes"
"Niagara-college","Welland","Canada","Jan/May","Honours Bachelor of Business Administration (Hospitality)","INR 12.52L","4 yrs","65%","6.5","","","INR 12.53L","No","Yes","Yes","Yes","Yes"
"Georgian-college","Barrie","Canada","Jan/May","Honours Bachelor of Counselling Psychology","INR 12.05L","4 yrs","65%","6.5","89","61","INR 7.55L","Yes(Max upto 1.2L)","Yes","Yes","Yes","Yes"
"Georgian-college","Barrie","Canada","Jan/May","Honours Bachelor of Science in Computer Science Degree with Computer Programming Diploma","INR 17.11L","4 yrs","70%","6.5","89","61","INR 7.15L","Yes(Max upto 1.2L)","Yes","Yes","Yes","Yes"
"Georgian-college","Barrie","Canada","Sep","Diploma in Dental Hygiene","INR 10.63L","3 yrs","35%","6","83","60","INR 7.67L","Yes(Max upto 1.2L)","Yes","Yes","Yes","Yes"
"Georgian-college","Barrie","Canada","Sep","Diploma in Paramedic","INR 10.48L","2 yrs","35%","6","83","60","INR 7.52L","Yes(Max upto 1.2L)","Yes","Yes","Yes","Yes"
"Georgian-college","Barrie","Canada","Jan/May","Diploma in Biotechnology - Health","INR 10.42L","2 yrs","35%","6","83","60","INR 7.47L","Yes(Max upto 1.2L)","Yes","Yes","Yes","Yes"
"Georgian-college","Barrie","Canada","Jan/May","Diploma in Practical Nursing","INR 10.63L","2.6 yrs","35%","6","83","60","INR 7.67L","Yes(Max upto 1.2L)","Yes","Yes","Yes","Yes"
"Trent-University","Peterborough","Canada","Jan/May","BSc (Hons) in Forensic Biology","INR 15.83L","4 yrs","75%","6.5","86","59","INR 15.70L","Yes(Max upto 16.7L)","Yes","Yes","Yes","Yes"
"Trent-University","Peterborough","Canada","Jan/May","BSc (Hons) in Forensic Chemistry","INR 15.83L","4 yrs","75%","6.5","86","59","INR 15.83L","Yes(Max upto 16.7L)","Yes","Yes","Yes","Yes"
"Trent-University","Peterborough","Canada","Jan/May","BSc Psychology","INR 20.28L","4 yrs","70%","6.5","86","59","INR 10.74L","Yes(Max upto 16.7L)","Yes","Yes","Yes","Yes"
"Trent-University","Peterborough","Canada","Jan","BSc Computer Science & Physics","INR 17.1L","4 yrs","70%","6.5","86","59","INR 7.80L","Yes(Max upto 16.7L)","Yes","Yes","Yes","Yes"
"Trent-University","Peterborough","Canada","Jan","BA (Hons)/BSc (Hons) in Sustainable Agriculture & Food Systems ","INR 15.83L","4 yrs","70%","6.5","86","59","INR 15.83L","Yes(Max upto 16.7L)","Yes","Yes","Yes","Yes"
"Trent-University","Peterborough","Canada","Jan","Bachelor of Science in Nursing (B.Sc.N.)","INR 17.10L","4 yrs","70%","6.5","86","59","INR 11.37L","Yes(Max upto 16.7L)","Yes","Yes","Yes","Yes"
"York-UNIVERSITY","Toronto","Canada","Jan/May/Sep","BSc in Biochemistry","INR 19.59L","4 yrs","60%","6.5","","","","Yes(Max upto 12.2L)","Yes","Yes","Yes","Yes"
"York-UNIVERSITY","Toronto","Canada","Jan","BSc in Physics & Astronomy","INR 19.59L","4 yrs","60%","6.5","","","","Yes(Max upto 12.2L)","Yes","Yes","Yes","Yes"
"York-UNIVERSITY","Toronto","Canada","Jan","BSc in Biotechnology","INR 25.48L","4 yrs","55%","6.5","88","60","INR 9.5L","Yes(Max upto 12.2L)","Yes","Yes","Yes","Yes"
"York-UNIVERSITY","Toronto","Canada","Jan","BSc Data Science","INR 21.24L","3 yrs","60%","6.5","88","60","INR 10.93L","Yes(Max upto 12.2L)","Yes","Yes","Yes","Yes"
"York-UNIVERSITY","Toronto","Canada","Jan","BA, BSc in Computer Security","INR 22.51L","4 yrs","70%","6.5","","","","Yes(Max upto 12.2L)","Yes","Yes","Yes","Yes"
"York-UNIVERSITY","Toronto","Canada","Jan","BFA in Film Production","INR 19.59L","4 yrs","60%","6.5","","","","Yes(Max upto 12.2L)","No","Yes","No","Yes"
"Brock-university","St.Catharines","Canada","Jan","Bachelor of Science in Nursing","INR 22.29L","4 yrs","70%","6.5","88","","INR 11.09L","Yes(Max upto 10.9L)","Yes","Yes","Yes","Yes"
"Brock-university","St.Catharines","Canada","Jan","BA in Dramatic Arts","INR 19.11L","4 yrs","75%","6.5","","","","Yes(Max upto 10.9L)","No","Yes","No","No"
"Brock-university","St.Catharines","Canada","Jan","BA in Philosophy","INR 19.11L","4 yrs","35%","6.5","","","","Yes(Max upto 10.9L)","No","Yes","No","Yes"
"Brock-university","St.Catharines","Canada","Jan","Bachelor of Business Administration (BBA)","INR 19.14L","4 yrs","70%","6.5","88","58","INR 10.16L","Yes(Max upto 10.9L)","Yes","Yes","Yes","Yes"
"Brock-university","St.Catharines","Canada","Jan/Apr","BA in Economics","INR 22.29L","4 yrs","65%","6.5","88","58","INR 11.08L","Yes(Max upto 10.9L)","Yes","Yes","Yes","Yes"
"Carleton-University","Ottawa","Canada","Jan, Sep","Bachelor of Science in Biotechnology","INR 20.75L","4 yrs","78%","6.5","86","60","INR 10.71L","Yes(Max upto 2.4L)","Yes","Yes","Yes","Yes"
"Carleton-University","Ottawa","Canada","Jan, Sep","B.Sc in Neuroscience and Biology","INR 19.22L","4 yrs","78%","6.5","86","60","INR 10.36L","Yes(Max upto 2.4L)","Yes","Yes","Yes","Yes"
"Carleton-University","Ottawa","Canada","Jan, Sep","B.Sc in Food Science","INR 22.78L","4 yrs","78%","6.5","86","60","INR 10.36L","Yes(Max upto 2.4L)","Yes","Yes","Yes","Yes"
"Carleton-University","Ottawa","Canada","Jan, Sep","Bachelor of Architectural Studies","INR 30.02L","4 yrs","78%","6.5","86","60","INR 10.35L","Yes(Max upto 2.4L)","Yes","Yes","Yes","Yes"
"Lakehead-University","Thunder Bay","Canada","Jan & Sep","Bachelor of Science in Chemistry","INR 17.23L","4 year","70%","6.5","80","58","INR 8.51L","Yes(Max upto 8.5L)","Yes","Yes","Yes","Yes"
"Lakehead-University","Thunder Bay","Canada","Jan & Sep","Bachelor of Engineering in Chemical Engineering","INR 22.97L","4 year","70%","6.5","80","58","INR 9.94L","Yes(Max upto 8.5L)","Yes","Yes","Yes","Yes"
"Lakehead-University","Thunder Bay","Canada","Jan & Sep","Honours BA Sociology","INR 17.23L","4 yrs","70%","6.5","80","58","INR 9.87L","Yes(Max upto 8.5L)","Yes","Yes","Yes","Yes"
"Lakehead-University","Thunder Bay","Canada","Jan & Sep","Honours Bachelor of Social Work","INR 17.23L","4 yrs","70%","6.5","80","58","INR 9.87L","Yes(Max upto 8.5L)","Yes","Yes","Yes","Yes"
"Wilfrid-Laurier-University","Waterloo","Canada","Jan,May","Bachelor of Science in Biology","INR 10.88L","4 yrs","35%","6.5","83","59","INR 20.08L","No","Yes","Yes","No","Yes"
"Wilfrid-Laurier-University","Waterloo","Canada","Jan, May, Sep","BSc in Biochemistry and Biotechnology","INR 10.88L","4 yrs","35%","6.5","83","59","INR 20.08L","No","Yes","Yes","Yes","Yes"
"Wilfrid-Laurier-University","Waterloo","Canada","Jan, May, Sep","BSc in Psychology and Neuroscience","INR 10.88L","4 yrs","35%","6.5","83","59","INR 20.08L","No","Yes","Yes","Yes","Yes"
"Wilfrid-Laurier-University","Waterloo","Canada","Jan, May, Sep","BSc in Environmental Science","INR 10.88L","4 yrs","35%","6.5","83","59","INR 20.08L","No","Yes","Yes","Yes","Yes"
"Wilfrid-Laurier-University","Waterloo","Canada","Jan, May, Sep","BSc in Chemistry and Physics","INR 10.88L","4 yrs","35%","6.5","83","59","INR 20.08L","No","Yes","Yes","Yes","Yes"
"Wilfrid-Laurier-University","Waterloo","Canada","Jan, May, Sep","BA in Film Studies","INR 10.88L","4 yrs","35%","6.5","83","59","INR 20.08L","No","No","Yes","No","No"
"Wilfrid-Laurier-University","Waterloo","Canada","Jan, May, Sep","BA in Game Design and Development","INR 10.88L","4 yrs","35%","6.5","83","59","INR 20.08L","No","Yes","Yes","Yes","No"
"Wilfrid-Laurier-University","Waterloo","Canada","Jan, May, Sep","BSc in Data Science","INR 10.88L","4 yrs","35%","6.5","83","59","INR 21.64L","No","Yes","Yes","Yes","Yes"
"Wilfrid-Laurier-University","Waterloo","Canada","Jan, May, Sep","BSc in Computer Science and Physics","INR 10.88L","4 yrs","35%","6.5","83","59","INR 21.64L","No","Yes","Yes","Yes","Yes"
"Wilfrid-Laurier-University","Waterloo","Canada","Jan, May, Sep","BA in Economics and Data Analytics","INR 10.88L","4 yrs ","35%","6.5","83","59","INR 21.44L","No","Yes","Yes","Yes","Yes"
"Wilfrid-Laurier-University","Waterloo","Canada","Jan, May, Sep","Business Administration (BBA)","INR 10.88L","4 yrs","35%","6.5","83","59","INR 24.3L","No","Yes","Yes","Yes","Yes"
"Wilfrid-Laurier-University","Waterloo","Canada","Jan, May, Sep","Bachelor of Social Work (BSW)","INR 10.88L","4 yrs","35%","6.5","83","59","INR 20.08L","No","Yes","Yes","Yes","Yes"
"Wilfrid-Laurier-University","Waterloo","Canada","Jan, May, Sep","BA in Philosophy","INR 10.88L","4 yrs","35%","6.5","83","59","INR 20.08L","No","Yes","Yes","Yes","Yes"
"Sheridan-College","Oakville","Canada","May","Honours Bachelor of Science - Nursing","INR 14.69L","4 yrs","75%","6.5","","","","No","No","Yes","Yes","Yes"
"Sheridan-College","Oakville","Canada","May","Honours Bachelor of Film and Television","INR 16.70L","4 yrs","65%","6.5","","","","No","Yes","Yes","No","No"
